"DATAFILE_AS_OF","REPORT_YEAR","REPORT_NUMBER","SUPPLEMENTAL_NUMBER","OPERATOR_ID","PARTA2NAMEOFCOMP","PARTA5COMMODITY","INTER_INTRA","STATE_NAME","PARTKSTNR20MOREON","PARTKSTR20MOREON","PARTKST20MOREOFF","PARTKST20MORETOT","PARTKSTNR20LESSON","PARTKST20LESSOFF","PARTKST20LESSTOT","PARTKNSTNR125MOREON","PARTKNSTR125MOREON","PARTKNST125MOREOFF","PARTKNST125MORETOT","PARTKNSTNR125LESSON","PARTKNST125LESSOFF","PARTKNST125LESSTOT","PARTKNONRURALONTOTAL","PARTKRURALONTOTAL","PARTKOFFTOTAL","PARTKTOTAL"
41089.4660648148,2010,20110202,10204,12303,"McMoRan Oil & Gas LLC","Crude Oil","INTRASTATE","LOUISIANA",,,0,0,,12.76,12.76,,,0,0,,0,0,,,12.76,12.76
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","ARKANSAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","KENTUCKY",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","MICHIGAN",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","MISSISSIPPI",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","OHIO",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","TENNESSEE",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110354,10366,12470,"MID - VALLEY PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110356,10457,12624,"MOBIL CORP","Crude Oil","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110358,10370,12624,"MOBIL CORP","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110357,10369,12624,"MOBIL CORP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","ARKANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","ILLINOIS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","MISSOURI",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","ILLINOIS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","INDIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110343,10355,12628,"MOBIL PIPELINE CO","Crude Oil","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTERSTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTERSTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTRASTATE","OKLAHOMA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110362,10380,12628,"MOBIL PIPELINE CO","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","CONNECTICUT",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MASSACHUSETTS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","RHODE ISLAND",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110360,10373,12628,"MOBIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MAINE",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110355,10367,12634,"MOBIL CHEMICAL CO","HVL","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110424,10449,12913,"Murphy Oil USA, Inc.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WISCONSIN",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110419,10444,14145,"OHIO OIL GATHERING CORP II","Crude Oil","INTRASTATE","OHIO",,43.75,,43.75,,,,,,,,,,,,43.75,,43.75
41089.4660648148,2010,20110021,10021,14194,"OILTANKING, HOUSTON LP","Crude Oil","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110022,10022,14194,"OILTANKING, HOUSTON LP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110299,10309,15156,"SINCLAIR TRANSPORTATION COMPANY","Crude Oil","INTRASTATE","WYOMING",0,0,,0,3,,3,0,0,,0,0,,0,3,0,,3
41089.4660648148,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","COLORADO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IOWA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WYOMING",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110338,10350,15156,"SINCLAIR TRANSPORTATION COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","COLORADO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110091,10092,15485,"CONOCOPHILLIPS COMPANY","Crude Oil","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110093,10094,15485,"CONOCOPHILLIPS COMPANY","HVL","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110092,10093,15485,"CONOCOPHILLIPS COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110061,10062,15645,"Placid Pipeline Company LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",9,,,9,,,,,,,,,,,9,,,9
41089.4660648148,2010,20110316,10378,15674,"PLANTATION PIPE LINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ALABAMA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110252,10257,15774,"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC","Crude Oil","INTERSTATE","MINNESOTA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110252,10257,15774,"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC","Crude Oil","INTERSTATE","MONTANA",,39,,39,,,,,,,,,,,,39,,39
41089.4660648148,2010,20110252,10257,15774,"ENBRIDGE PIPELINES (NORTH DAKOTA) LLC","Crude Oil","INTERSTATE","NORTH DAKOTA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110074,10075,15786,"PORTLAND PIPELINE CORP","Crude Oil","INTERSTATE","MAINE",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110074,10075,15786,"PORTLAND PIPELINE CORP","Crude Oil","INTERSTATE","NEW HAMPSHIRE",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110074,10075,15786,"PORTLAND PIPELINE CORP","Crude Oil","INTERSTATE","VERMONT",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110075,10076,15915,"PIPELINES OF PUERTO RICO INCD, THE","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","PUERTO RICO",,,,,9.5,,9.5,,,,,,,,9.5,,,9.5
41089.4660648148,2010,20110082,10083,15979,"ERGON TRUCKING, INC.","Crude Oil","INTERSTATE","OHIO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110082,10083,15979,"ERGON TRUCKING, INC.","Crude Oil","INTERSTATE","WEST VIRGINIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110318,10372,18092,"SFPP, LP","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEVADA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110255,10261,18201,"SENECA RESOURCES CORP","Crude Oil","INTRASTATE","CALIFORNIA",,,,,8.2,,8.2,,,,,,,,8.2,,,8.2
41089.4660648148,2010,20110228,10231,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KENTUCKY",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110228,10231,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110228,10231,18386,"BP OIL PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","OHIO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110138,10139,18667,"PLAINS EXPLORATION & PRODUCTION COMPANY (PXP)","Crude Oil","INTERSTATE","CALIFORNIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110138,10139,18667,"PLAINS EXPLORATION & PRODUCTION COMPANY (PXP)","Crude Oil","INTRASTATE","CALIFORNIA",0,0,0,0,7.84,0,7.84,0,0,0,0,0,0,0,7.84,0,0,7.84
41089.4660648148,2010,20110017,10485,18678,"ST LOUIS PIPELINE OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",,0,,0,,,,,,,,,,,,0,,0
41089.4660648148,2010,20110017,10485,18678,"ST LOUIS PIPELINE OPERATING LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MISSOURI",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","MICHIGAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","OHIO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","PENNSYLVANIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTRASTATE","OKLAHOMA",26.83,74.78,0,101.61,0,0,0,0,0,0,0,0,0,0,26.83,74.78,0,101.61
41089.4660648148,2010,20110440,10472,18718,"SUNOCO PIPELINE L.P.","Crude Oil","INTRASTATE","TEXAS",19.63,3.92,0,23.55,0,0,0,0,0,0,0,0,0,0,19.63,3.92,0,23.55
41089.4660648148,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","DELAWARE",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","MICHIGAN",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","NEW JERSEY",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","OHIO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110406,10429,18718,"SUNOCO PIPELINE L.P.","HVL","INTERSTATE","PENNSYLVANIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","DELAWARE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MICHIGAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",0,,,0,,,,,,,,,,,0,,,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW YORK",0,,,0,,,,,,,,,,,0,,,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","PENNSYLVANIA",0,,,0,,,,,,,,,,,0,,,0
41089.4660648148,2010,20110441,10473,18718,"SUNOCO PIPELINE L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,,,0,,,,,,,,,,,0,,,0
41089.4660648148,2010,20110143,10145,18779,"SUNOCO, INC (R&M)","HVL","INTERSTATE","DELAWARE",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110143,10145,18779,"SUNOCO, INC (R&M)","HVL","INTERSTATE","PENNSYLVANIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","DELAWARE",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","OHIO",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110136,10137,18779,"SUNOCO, INC (R&M)","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","PENNSYLVANIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110004,10004,19102,"ENERGEN RESOURCES CORP.","CO2","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110295,11031,19319,"TPC Group LLC","HVL","INTRASTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110295,11031,19319,"TPC Group LLC","HVL","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110296,11030,19319,"TPC Group LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110296,11030,19319,"TPC Group LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,,,0,,,,,,,,,,,0,,,0
41089.4660648148,2010,20110161,10163,19410,"THUMS LONG BEACH CO","Crude Oil","INTRASTATE","CALIFORNIA",,,,,,5.03,5.03,,,,,,,,,,5.03,5.03
41089.4660648148,2010,20110231,10234,19585,"TRANS MOUNTAIN PIPELINE (PUGET SOUND) LLC","Crude Oil","INTERSTATE","WASHINGTON",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110107,10108,19892,"UCAR PIPELINE INCORPORATED","HVL","INTRASTATE","LOUISIANA",1.2,68.8,,70,,,,,,,,,,,1.2,68.8,,70
41089.4660648148,2010,20110187,10189,20035,"UNOCAL PIPELINE COMPANY","Crude Oil","INTERSTATE","LOUISIANA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110407,10704,20160,"PL Midstream LLC","HVL","INTRASTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110407,10704,20160,"PL Midstream LLC","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110248,10253,20202,"ULTRAMAR INC","Crude Oil","INTRASTATE","CALIFORNIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110268,10274,20202,"ULTRAMAR INC","HVL","INTRASTATE","CALIFORNIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110253,10259,20202,"ULTRAMAR INC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",0,,,0,0,,0,0,,,0,0,,0,0,,,0
41089.4660648148,2010,20110049,10049,21359,"SASOL NORTH AMERICA","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","LOUISIANA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110351,10363,22442,"WEST TEXAS GULF PIPELINE CO","Crude Oil","INTERSTATE","TEXAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","ILLINOIS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","INDIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MICHIGAN",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110279,10288,22830,"WOLVERINE PIPELINE CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ILLINOIS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","ILLINOIS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","IOWA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","MINNESOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTERSTATE","MISSOURI",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110087,10088,22855,"KOCH PIPELINE COMPANY, L.P.","Crude Oil","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110121,10122,22855,"KOCH PIPELINE COMPANY, L.P.","Fuel Grade Ethanol (dedicated system)","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110089,10090,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTERSTATE","MINNESOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110089,10090,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTERSTATE","WISCONSIN",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110089,10090,22855,"KOCH PIPELINE COMPANY, L.P.","HVL","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","MINNESOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","WISCONSIN",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","MINNESOTA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110088,10089,22855,"KOCH PIPELINE COMPANY, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110387,10412,25146,"EQUISTAR CHEMICALS, L.P.","HVL","INTRASTATE","LOUISIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110387,10412,25146,"EQUISTAR CHEMICALS, L.P.","HVL","INTRASTATE","TEXAS",554.21,574.67,,1128.88,0,,0,0,0,,0,0,,0,554.21,574.67,,1128.88
41089.4660648148,2010,20110385,10413,25146,"EQUISTAR CHEMICALS, L.P.","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110372,10507,26026,"MARKWEST ENERGY APPALACHIA, LLC","HVL","INTERSTATE","KENTUCKY",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110372,10507,26026,"MARKWEST ENERGY APPALACHIA, LLC","HVL","INTERSTATE","WEST VIRGINIA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110020,10020,26039,"FLORIDA POWER & LIGHT CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEW JERSEY",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","CALIFORNIA",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110047,10287,26041,"KINDER MORGAN LIQUID TERMINALS, LLC","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","TEXAS",,,,,,,,,,,,,,,,,,
41089.4660648148,2010,20110230,10233,26045,"TESORO HAWAII CORPORATION","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","HAWAII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110104,10105,26048,"HUNT REFINING CO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","ALABAMA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTERSTATE","ILLINOIS",0,125.9,,125.9,0,,0,0,0,,0,0,,0,0,125.9,,125.9
41089.4660648148,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTERSTATE","INDIANA",0,29.8,,29.8,0,,0,0,0,,0,0,,0,0,29.8,,29.8
41089.4660648148,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTERSTATE","KENTUCKY",0,0.6,,0.6,0,,0,0,0,,0,0,,0,0,0.6,,0.6
41089.4660648148,2010,20110140,10141,26049,"COUNTRYMARK COOPERATIVE, LLP","Crude Oil","INTRASTATE","INDIANA",0,39.5,,39.5,0,,0,0,0,,0,0,,0,0,39.5,,39.5
41089.4660648148,2010,20110141,10143,26049,"COUNTRYMARK COOPERATIVE, LLP","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","INDIANA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110133,10498,26054,"KEY WEST PIPELINE COMPANY","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","FLORIDA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41089.4660648148,2010,20110383,10402,26065,"NATIONAL COOP REFINERY ASSCO","HVL","INTRASTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","IOWA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTERSTATE","NEBRASKA",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
41089.4660648148,2010,20110382,10401,26065,"NATIONAL COOP REFINERY ASSCO","Refined and/or Petroleum Product (non-HVL)","INTRASTATE","KANSAS",0,0,,0,0,,0,0,0,,0,0,,0,0,0,,0
